,,,,,,,,,,,,,,Alt text for submission,"Optional long description or review note for complex figures, diagrams, or charts"
ALT-0249,en,Part 6: Reasoning and Agent Data Engineering,Ch18,Chapter 18: Chain-of-Thought and Reasoning Data Engineering,docs/en/part6/ch18_cot.md,326,2026-02-18T00:00:00,Figure 18-2: Illustration of Process Supervision Labels,Figure 18-2: Illustration of Process Supervision Labels,docs/images/part6/Yu-Chap18-Fig02-ZH.svg,yes,4389x2375,svg,"Illustration of Process Supervision Labels. This diagram shows how a reasoning chain can be annotated and evaluated at the step level. Each reasoning step is labeled as correct, redundant, arithmetically wrong, logically incomplete, hallucinated, pseudo-explanatory, or corrected, helping locate specific errors in the reasoning process. In addition to step-level labels, the system scores overall process quality across local correctness, consistency, completeness, and verifiability, supporting reasoning-data filtering, error repair, and model training.",
ALT-0250,en,Part 6: Reasoning and Agent Data Engineering,Ch19,Chapter 19: Tool-Use and Function Calling Data,docs/en/part6/ch19_tool.md,306,2026-01-19T00:00:00,Figure 19-1: Tool-Use Data Construction State Machine Diagram,Figure 19-1: Tool-Use Data Construction State Machine Diagram,docs/images/part6/Yu-Chap19-Fig01-ZH.svg,yes,4251x2252,svg,"Tool-Use Data Construction State Machine Diagram. This diagram shows the state transition process of tool-use data from user request to final response. The workflow first performs task understanding and determines whether tool use is needed. If so, it proceeds through tool selection, parameter generation, parameter validation, tool execution, feedback parsing, and result integration. Validation failures trigger parameter correction, while execution exceptions lead to retry or safe termination. The diagram emphasizes that tool-use data should be organized as state trajectories covering normal execution, recovery, and safety handling, rather than as fixed field lists.",
ALT-0251,en,Part 6: Reasoning and Agent Data Engineering,Ch19,Chapter 19: Tool-Use and Function Calling Data,docs/en/part6/ch19_tool.md,443,2026-02-19T00:00:00,Figure 19-2: Call Failure Recovery Process Diagram,Figure 19-2: Call Failure Recovery Process Diagram,docs/images/part6/Yu-Chap19-Fig02-ZH.svg,yes,1720x946,svg,"Call Failure Recovery Process Diagram. This diagram shows how an agent handles failures during tool use. The workflow starts with tool selection, parameter generation, and call execution. When execution fails, the system detects and classifies the failure as a parameter error, empty result, timeout, permission denial, tool refusal, or conflicting result. Each failure type triggers a corresponding recovery action, such as fixing parameters, narrowing the scope, increasing the timeout, switching tools, explaining limitations, or asking the user for clarification. If recovery is not appropriate, the process ends through safe termination.",
ALT-0252,en,Part 6: Reasoning and Agent Data Engineering,Ch20,Chapter 20: Agent Memory and Multi-turn Interaction Data,docs/en/part6/ch20_agent.md,170,2026-01-20T00:00:00,Figure 20-1: Multi-Turn Agent State Transition Diagram,Figure 20-1: Multi-Turn Agent State Transition Diagram,docs/images/part6/Zhang-Chap20-Fig01-ZH.svg,yes,4885x2314,svg,"Multi-Turn Agent State Transition Diagram. This diagram shows how a task-oriented agent moves from an idle state to task completion. After a task is initiated, the agent gathers information, determines goals, plans actions, executes steps, and waits for feedback before replanning or completing the task. The workflow also accounts for user interruption, thread switching, abnormal interruption, and failed recovery. Long-term preferences, historical context, and knowledge-base memory support context restoration, thread resumption, and continuous task execution.",
ALT-0253,en,Part 6: Reasoning and Agent Data Engineering,Ch20,Chapter 20: Agent Memory and Multi-turn Interaction Data,docs/en/part6/ch20_agent.md,266,2026-02-20T00:00:00,Figure 20-2: Memory Layering and Update Flow for Task-Oriented Agents,Figure 20-2: Memory Layering and Update Flow for Task-Oriented Agents,docs/images/part6/Zhang-Chap20-Fig02-ZH.svg,yes,4296x2263,svg,"Memory Layering and Update Flow for Task-Oriented Agents. This diagram shows how an agent manages different layers of task memory. User utterances, tool observations, and feedback signals are parsed to update immediate context, working memory, session summaries, and long-term preferences. Write decisions, conflict resolution, summary refresh, and decay management help maintain memory quality. During planning and acting, recall ranking based on relevance, validity, and recency enables continuous task execution and personalized responses.",
ALT-0254,en,Part 7: Application-Level Data Engineering,Ch21,Chapter 21: RAG Data Pipeline,docs/en/part7/ch21_rag_pipeline.md,53,2026-01-21T00:00:00,Figure 21-1: Data transformation pipeline in a RAG system,Figure 21-1: Data transformation pipeline in a RAG system,docs/images/part7/Du-Chap21-Fig01-ZH.svg,yes,9416x4728,svg,"The RAG system needs to go through multiple stages from raw data to the final answer, including parsing, cleaning, blocking, indexing, retrieval, reordering, context assembly and large model generation. Any information loss in the intermediate links will gradually accumulate and eventually affect the retrieval effect, the accuracy of the answers and the quality of citations.",
ALT-0255,en,Part 7: Application-Level Data Engineering,Ch21,Chapter 21: RAG Data Pipeline,docs/en/part7/ch21_rag_pipeline.md,82,2026-02-21T00:00:00,Figure 21-2: Structural changes from a raw document to RAG-usable knowledge units,Figure 21-2: Structural changes from a raw document to RAG-usable knowledge units,docs/images/part7/Du-Chap21-Fig02-ZH.svg,yes,5816x4344,svg,"Structural changes from a raw document to RAG-usable knowledge units. This figure shows the transformation process of a document from its original content to RAG usable knowledge units: first, a complex document containing text, tables, and references is parsed, and then intermediate representations such as document structure, text blocks, tables, footnotes, and metadata are extracted. Ultimately, structured, retrievable, traceable and controllable knowledge units are generated, while retaining information such as sources, chapter paths, access permissions and reference anchor points.",
ALT-0256,en,Part 7: Application-Level Data Engineering,Ch21,Chapter 21: RAG Data Pipeline,docs/en/part7/ch21_rag_pipeline.md,122,2026-03-21T00:00:00,Figure 21-3: How RAG errors accumulate along the data pipeline,Figure 21-3: How RAG errors accumulate along the data pipeline,docs/images/part7/Du-Chap21-Fig03-ZH.svg,yes,3984x4236,svg,"How RAG errors accumulate along the data pipeline. This figure shows the complete processing chain of the RAG system from the original document to the final answer, as well as the accumulation and amplification process of errors at each stage. Upstream issues such as parsing loss, structural loss, block errors, missing metadata, retrieval failure, and context conflicts will gradually be passed on to the downstream, eventually leading to model illusions and a decline in answer reliability.",
ALT-0257,en,Part 7: Application-Level Data Engineering,Ch21,Chapter 21: RAG Data Pipeline,docs/en/part7/ch21_rag_pipeline.md,229,2026-04-21T00:00:00,Figure 21-4: The bucket-stave effect on RAG system performance,Figure 21-4: The bucket-stave effect on RAG system performance,docs/images/part7/Du-Chap21-Fig04-ZH.svg,yes,1284x1174,svg,"The bucket-stave effect on RAG system performance(copyright:DooFi, Public domain, via Wikimedia Commons).",
ALT-0258,en,Part 7: Application-Level Data Engineering,Ch21,Chapter 21: RAG Data Pipeline,docs/en/part7/ch21_rag_pipeline.md,296,2026-05-21T00:00:00,Figure 21-5: Layout parsing and structure reconstruction of complex documents,Figure 21-5: Layout parsing and structure reconstruction of complex documents,docs/images/part7/Du-Chap21-Fig05-ZH.svg,yes,6388x4500,svg,"Layout parsing and structure reconstruction of complex documents. This figure shows the process by which the RAG system parses the original page document into structured knowledge: first, it identifies layout elements such as titles, paragraphs, tables, images, footnotes, and footers in the page, and then reconstructs the document hierarchy to form structured representations such as document - chapter - paragraph - table - image.",
ALT-0259,en,Part 7: Application-Level Data Engineering,Ch21,Chapter 21: RAG Data Pipeline,docs/en/part7/ch21_rag_pipeline.md,385,2026-06-21T00:00:00,Figure 21-6: How different chunking strategies affect semantic integrity,Figure 21-6: How different chunking strategies affect semantic integrity,docs/images/part7/Du-Chap21-Fig06-ZH.svg,yes,6412x4644,svg,"How different chunking strategies affect semantic integrity. This figure compares three document chunking strategies used in RAG systems: fixed-length chunking, sliding-window chunking, and semantic-aware chunking. It highlights the trade-offs between efficiency, redundancy, and semantic integrity, showing that semantic-aware chunking best preserves document meaning and structure while maintaining low redundancy.",
ALT-0260,en,Part 7: Application-Level Data Engineering,Ch21,Chapter 21: RAG Data Pipeline,docs/en/part7/ch21_rag_pipeline.md,445,2026-07-21T00:00:00,Figure 21-7: Parent–child indexes and multi-granularity retrieval,Figure 21-7: Parent–child indexes and multi-granularity retrieval,docs/images/part7/Du-Chap21-Fig07-ZH.svg,yes,1273x709,svg,"Parent–child indexes and multi-granularity retrieval. This figure illustrates a hierarchical retrieval strategy for RAG systems. Fine-grained child chunks (such as paragraphs and tables) are indexed for precise retrieval, while their parent nodes (sections and chapters) are restored afterward to provide richer context for answer generation.",
ALT-0261,en,Part 7: Application-Level Data Engineering,Ch21,Chapter 21: RAG Data Pipeline,docs/en/part7/ch21_rag_pipeline.md,493,2026-08-21T00:00:00,Figure 21-8: Two-stage retrieval with hybrid search and reranking,Figure 21-8: Two-stage retrieval with hybrid search and reranking,docs/images/part7/Du-Chap21-Fig08-ZH.svg,yes,1665x877,svg,"Two-stage retrieval with hybrid search and reranking. This diagram illustrates a two-stage retrieval architecture for RAG systems. Multiple retrieval methods (vector search, keyword/BM25 search, and metadata-based retrieval) first maximize recall, then a reranker selects the most relevant candidates and constructs a high-quality evidence set for LLM generation.",
ALT-0262,en,Part 7: Application-Level Data Engineering,Ch21,Chapter 21: RAG Data Pipeline,docs/en/part7/ch21_rag_pipeline.md,625,2026-09-21T00:00:00,"Figure 21-9: Evaluation, feedback, and optimization loop in a RAG system","Figure 21-9: Evaluation, feedback, and optimization loop in a RAG system",docs/images/part7/Du-Chap21-Fig09-ZH.svg,yes,8964x5644,svg,"Evaluation, feedback, and optimization loop in a RAG system. This diagram shows a continuous RAG optimization loop that connects user queries, retrieval, context construction, answer generation, feedback collection, evaluation, error attribution, and system optimization. Offline evaluation datasets, online logs, failure repositories, and knowledge updates are continuously fed back into the system to improve retrieval quality, answer accuracy, citations, prompts, models, and knowledge bases.",
